"EFF_DATE","REGULATORY","AWY_LOCATION","AWY_ID","POINT_SEQ","SEG_VALUE","SEG_TYPE","NAV_NAME","NAV_CITY","ICAO_REGION_CODE","STATE_CODE","COUNTRY_CODE","NEXT_SEG","MAG_COURSE","OPP_MAG_COURSE","MAG_COURSE_DIST","CHGOVR_PT","CHGOVR_PT_NAME","CHGOVR_PT_DIST","AWY_SEG_GAP_FLAG","SIGNAL_GAP_FLAG","DOGLEG","REMARK"
"2023/11/30","Y","A","V488",160,"SATUE","RP   ","","","PA","AK","US","REEBA",81.18,262.95,18,"","",,"N","N","N",""
"2023/11/30","Y","A","V488",170,"REEBA","RP   ","","","PA","AK","US","GOLLY",81.18,262.95,52.13,"","",,"N","N","N",""
"2023/11/30","Y","A","V488",180,"GOLLY","RP   ","","","PA","AK","US","MINTO",81.18,262.95,7.78,"","",,"N","N","N",""
"2023/11/30","Y","A","V488",190,"MINTO","RP   ","","","PA","AK","US","FAI",81.18,262.95,18.63,"","",,"N","N","N",""
"2023/11/30","Y","A","V488",200,"FAI","VORTAC","FAIRBANKS","FAIRBANKS","","AK","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V489",10,"COATE","RP   ","","","K6","NJ","US","LEMOR",26.91,206.98,10.05,"","",,"N","N","N",""
"2023/11/30","Y","C","V489",20,"LEMOR","RP   ","","","K6","NY","US","HUO",26.91,206.98,7,"","",,"N","N","N",""
"2023/11/30","Y","C","V489",30,"HUO","VOR/DME","HUGUENOT","HUGUENOT","","NY","US","CAMMO",19.05,199.09,13.07,"","",,"N","N","N",""
"2023/11/30","Y","C","V489",40,"CAMMO","RP   ","","","K6","NY","US","WEARD",19.05,199.09,8.28,"","",,"N","N","N",""
"2023/11/30","Y","C","V489",50,"WEARD","RP   ","","","K6","NY","US","FILPS",41.32,221.8,12.25,"","",,"N","N","Y",""
"2023/11/30","Y","C","V489",60,"FILPS","RP   ","","","K6","NY","US","SAGES",41.32,221.8,7.12,"","",,"N","N","N",""
"2023/11/30","Y","C","V489",70,"SAGES","RP   ","","","K6","NY","US","CYPER",41.32,221.8,4.29,"","",,"N","N","N",""
"2023/11/30","Y","C","V489",80,"CYPER","RP   ","","","K6","NY","US","AGNEZ",41.32,221.8,7.97,"","",,"N","N","N",""
"2023/11/30","Y","C","V489",90,"AGNEZ","RP   ","","","K6","NY","US","ALB",41.32,221.8,35.66,"","",,"N","N","N",""
"2023/11/30","Y","C","V489",100,"ALB","VORTAC","ALBANY","ALBANY","","NY","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","A","V491",10,"BGQ","VORTAC","BIG LAKE","BIG LAKE","","AK","US","URTOW",335.96,155.84,30.06,"","",,"N","N","N",""
"2023/11/30","Y","A","V491",20,"URTOW","RP   ","","","PA","AK","US","TKA",335.96,155.84,13.98,"","",,"N","N","N",""
"2023/11/30","Y","A","V491",30,"TKA","VOR/DME","TALKEETNA","TALKEETNA","","AK","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V491",10,"RAP","VORTAC","RAPID CITY","RAPID CITY","","SD","US","JORNO",350.25,169.42,30,"","",,"N","N","N",""
"2023/11/30","Y","C","V491",20,"JORNO","RP   ","","","K3","SD","US","BFFLO",350.25,169.42,15,"","",,"N","N","N",""
"2023/11/30","Y","C","V491",30,"BFFLO","RP   ","","","K3","SD","US","DIXLE",350.25,169.42,44.33,"","",,"N","N","N",""
"2023/11/30","Y","C","V491",40,"DIXLE","RP   ","","","K3","SD","US","JELRO",350.25,169.42,21.04,"","",,"N","N","N",""
"2023/11/30","Y","C","V491",50,"JELRO","RP   ","","","K3","SD","US","HAYNI",350.25,169.42,19.89,"","",,"N","N","N",""
"2023/11/30","Y","C","V491",60,"HAYNI","RP   ","","","K3","ND","US","NEXRU",350.25,169.42,23.49,"","",,"N","N","N",""
"2023/11/30","Y","C","V491",70,"NEXRU","RP   ","","","K3","ND","US","DIK",350.25,169.42,19.63,"","",,"N","N","N",""
"2023/11/30","Y","C","V491",80,"DIK","VORTAC","DICKINSON","DICKINSON","","ND","US","MOT",21.15,203.25,103.52,"","",,"N","N","N",""
"2023/11/30","Y","C","V491",90,"MOT","VOR/DME","MINOT","MINOT","","ND","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V492",10,"LBV","VORTAC","LA BELLE","LA BELLE","","FL","US","JIBTO",92.98,274.3,10,"","",,"N","N","N",""
"2023/11/30","Y","C","V492",20,"JIBTO","RP   ","","","K7","FL","US","RELLI",92.98,274.3,12.32,"","",,"N","N","N",""
"2023/11/30","Y","C","V492",30,"RELLI","WP   ","","","K7","FL","US","PHK",92.98,274.3,15.36,"","",,"N","N","N",""
"2023/11/30","Y","C","V492",40,"PHK","VOR/DME","PAHOKEE","PAHOKEE","","FL","US","NITNY",115.34,295.45,14.31,"","",,"N","N","N",""
"2023/11/30","Y","C","V492",50,"NITNY","RP   ","","","K7","FL","US","PBI",92.94,273.1,19.58,"","",,"N","N","Y",""
"2023/11/30","Y","C","V492",60,"PBI","VORTAC","PALM BEACH","WEST PALM BEACH","","FL","US","WHELM",358.99,178.97,18.69,"","",,"N","N","N",""
"2023/11/30","Y","C","V492",70,"WHELM","RP   ","","","K7","FL","US","STOOP",358.99,178.97,15.68,"","",,"N","N","N",""
"2023/11/30","Y","C","V492",80,"STOOP","RP   ","","","K7","FL","US","ANGEE",358.99,178.97,12.88,"","",,"N","N","N",""
"2023/11/30","Y","C","V492",90,"ANGEE","RP   ","","","K7","FL","US","CUKPO",332.92,152.69,10.11,"","",,"N","N","Y",""
"2023/11/30","Y","C","V492",100,"CUKPO","RP   ","","","K7","FL","US","MLB",332.92,152.69,36,"","",,"N","N","N",""
"2023/11/30","Y","C","V492",110,"MLB","VOR/DME","MELBOURNE","MELBOURNE","","FL","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V493",10,"LVT","VOR/DME","LIVINGSTON","LIVINGSTON","","TN","US","BRUNO",23.66,202.08,72.4,"","",,"N","N","N",""
"2023/11/30","Y","C","V493",20,"BRUNO","RP   ","","","K5","KY","US","HYK",23.66,202.08,16.83,"","",,"N","N","N",""
"2023/11/30","Y","C","V493",30,"HYK","VOR/DME","LEXINGTON","LEXINGTON","","KY","US","NOUNS",59.61,245.54,19.27,"","",,"N","N","N",""
"2023/11/30","Y","C","V493",40,"NOUNS","RP   ","","","K5","KY","US","SPROW",59.61,245.54,9.89,"","",,"N","N","N",""
"2023/11/30","Y","C","V493",50,"SPROW","RP   ","","","K5","KY","US","BEAER",59.61,245.54,11.56,"","",,"N","N","N",""
"2023/11/30","Y","C","V493",60,"BEAER","RP   ","","","K5","KY","US","YRK",59.61,245.54,40.71,"","",,"N","N","N",""
"2023/11/30","Y","C","V493",70,"YRK","VORTAC","YORK","YORK","","KY","US","ROHDE",35,215.2,29.67,"","",,"N","N","N",""
"2023/11/30","Y","C","V493",80,"ROHDE","RP   ","","","K5","OH","US","TARTO",8.95,189,27.75,"","",,"N","N","Y",""
"2023/11/30","Y","C","V493",90,"TARTO","RP   ","","","K5","OH","US","VADUY",8.95,189,21.39,"","",,"N","N","N",""
"2023/11/30","Y","C","V493",100,"VADUY","RP   ","","","K5","OH","US","APE",8.95,189,15.61,"","",,"N","N","N",""
"2023/11/30","Y","C","V493",110,"APE","VORTAC","APPLETON","APPLETON","","OH","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",10,"CEC","VORTAC","CRESCENT CITY","CRESCENT CITY","","CA","US","YOBUN",181,0.87,10.96,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",20,"YOBUN","RP   ","","","K2","CA","US","ANAJE",181,0.87,9.04,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",30,"ANAJE","RP   ","","","K2","CA","US","DUHJY",181,0.87,13.85,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",40,"DUHJY","CN   ","","","K2","CA","US","SEVLY",145.87,326,16.29,"","",,"N","N","Y",""
"2023/11/30","Y","C","V494",50,"SEVLY","RP   ","","","K2","CA","US","FOYTE",145.87,326,8.18,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",60,"FOYTE","RP   ","","","K2","CA","US","FOT",145.87,326,10.49,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",70,"FOT","VORTAC","FORTUNA","FORTUNA","","CA","US","JENNI",151,331.13,54.88,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",80,"JENNI","CN   ","","","K2","CA","US","ENI",124.53,305.01,55.46,"","",,"N","N","Y",""
"2023/11/30","Y","C","V494",90,"ENI","VORTAC","MENDOCINO","UKIAH","","CA","US","CABEX",130.19,310.48,18,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",100,"CABEX","RP   ","","","K2","CA","US","ROZZA",130.19,310.48,21.25,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",110,"ROZZA","RP   ","","","K2","CA","US","SNUPY",76.33,257.12,6.56,"","",,"N","N","Y",""
"2023/11/30","Y","C","V494",120,"SNUPY","RP   ","","","K2","CA","US","POPES",76.33,257.12,15.37,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",130,"POPES","RP   ","","","K2","CA","US","RAGGS",76.33,257.12,8.93,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",140,"RAGGS","RP   ","","","K2","CA","US","PIVSE",76.33,257.12,21.59,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",150,"PIVSE","RP   ","","","K2","CA","US","SAC",76.33,257.12,7,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",160,"SAC","VORTAC","SACRAMENTO","SACRAMENTO","","CA","US","ROZZY",21.01,201.32,22.96,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",170,"ROZZY","RP   ","","","K2","CA","US","HAGAN",21.01,201.32,10.91,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",180,"HAGAN","RP   ","","","K2","CA","US","AUDIO",21.01,201.32,4.42,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",190,"AUDIO","RP   ","","","K2","CA","US","SWR",52.64,233.13,39,"","",,"N","N","Y",""
"2023/11/30","Y","C","V494",200,"SWR","VOR/DME","PALISADES","SOUTH LAKE TAHOE","","CA","US","HETRY",62,242.43,8.22,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",210,"HETRY","RP   ","","","K2","CA","US","HUYJO",62,242.43,11.82,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",220,"HUYJO","RP   ","","","K2","NV","US","WAGGE",62,242.43,3.76,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",230,"WAGGE","RP   ","","","K2","NV","US","VIKES",62,242.43,8.59,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",240,"VIKES","RP   ","","","K2","NV","US","CHIME",46.63,227,8.33,"","",,"N","N","Y",""
"2023/11/30","Y","C","V494",250,"CHIME","RP   ","","","K2","NV","US","OHOLI",46.63,227,12.33,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",260,"OHOLI","RP   ","","","K2","NV","US","HZN",46.63,227,10,"","",,"N","N","N",""
"2023/11/30","Y","C","V494",270,"HZN","VORTAC","HAZEN","HAZEN","","NV","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",10,"U.S. CANADIAN BORDER-6","","","","","","","CFWHR",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",20,"CFWHR","CN   ","","","K1","WA","US","HUH",200.71,20.66,4.52,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",30,"HUH","VORTAC","WHATCOM","BELLINGHAM","","WA","US","APDON",230.15,49.82,7,"YYJ","VICTORIA",10,"N","N","N",""
"2023/11/30","Y","C","V495",40,"APDON","RP   ","","","K1","WA","US","TECUV",230.15,49.82,9.35,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",50,"TECUV","RP   ","","","K1","WA","US","CFZPT",230.15,49.82,2.33,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",60,"CFZPT","CN   ","","","K1","WA","US","U.S. CANADIAN BORDER-5",,,,"","",,"Y","N","N",""
"2023/11/30","Y","C","V495",70,"U.S. CANADIAN BORDER-5","","","","","","","U.S. CANADIAN BORDER-3",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",80,"U.S. CANADIAN BORDER-3","","","","","","","CDGPN",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",90,"CDGPN","CN   ","","","K1","WA","US","ORCUS",129.44,310.08,2.51,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",100,"ORCUS","RP   ","","","K1","WA","US","JIGEB",129.44,310.08,7.93,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",110,"JIGEB","RP   ","","","K1","WA","US","WATTR",129.44,310.08,6.5,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",120,"WATTR","RP   ","","","K1","WA","US","JAWBN",129.44,310.08,7.56,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",130,"JAWBN","RP   ","","","K1","WA","US","DIGGN",129.44,310.08,5.94,"","",,"N","N","N","MTA V495 SE TO V4 W 8000"
"2023/11/30","Y","C","V495",140,"DIGGN","RP   ","","","K1","WA","US","LOFAL",129.44,310.08,6.71,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",150,"LOFAL","RP   ","","","K1","WA","US","SEA",129.44,310.08,29.17,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",160,"SEA","VORTAC","SEATTLE","SEATTLE","","WA","US","CIDUG",167.67,345.47,25.84,"YYJ","VICTORIA",50,"N","N","N",""
"2023/11/30","Y","C","V495",170,"CIDUG","RP   ","","","K1","WA","US","ALDER",167.67,345.47,11.25,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",180,"ALDER","RP   ","","","K1","WA","US","TOUTL",167.67,345.47,48.23,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",190,"TOUTL","RP   ","","","K1","WA","US","OKARE",167.67,345.47,6.64,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",200,"OKARE","RP   ","","","K1","WA","US","BTG",167.67,345.47,10,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",210,"BTG","VORTAC","BATTLE GROUND","BATTLE GROUND","","WA","US","ENDZZ",193.68,13.41,23,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",220,"ENDZZ","RP   ","","","K1","OR","US","UBG",193.68,13.41,5.75,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",230,"UBG","VOR/DME","NEWBERG","NEWBERG","","OR","US","BREAF",173.82,356.6,20,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",240,"BREAF","RP   ","","","K1","OR","US","ADLOW",173.82,356.6,16.96,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",250,"ADLOW","RP   ","","","K1","OR","US","CVO",173.82,356.6,16,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",260,"CVO","VOR/DME","CORVALLIS","CORVALLIS","","OR","US","HORTE",177,356.88,17.52,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",270,"HORTE","RP   ","","","K1","OR","US","NOTTI",177,356.88,10,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",280,"NOTTI","RP   ","","","K1","OR","US","VAUGN",154.93,335,6.14,"","",,"N","N","Y",""
"2023/11/30","Y","C","V495",290,"VAUGN","RP   ","","","K1","OR","US","RBG",154.93,335,46.5,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",300,"RBG","VOR/DME","ROSEBURG","ROSEBURG","","OR","US","KOLER",153.84,333.92,24.99,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",310,"KOLER","RP   ","","","K1","OR","US","MERLI",153.84,333.92,17.42,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",320,"MERLI","RP   ","","","K1","OR","US","PAPLE",153.84,333.92,9.79,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",330,"PAPLE","RP   ","","","K1","OR","US","BAYTS",140.97,321.25,15.28,"","",,"N","N","Y",""
"2023/11/30","Y","C","V495",340,"BAYTS","RP   ","","","K1","OR","US","FJS",140.97,321.25,40.04,"","",,"N","N","N",""
"2023/11/30","Y","C","V495",350,"FJS","VOR/DME","FORT JONES","FORT JONES","","CA","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","A","V496",10,"HPB","VOR/DME","HOOPER BAY","HOOPER BAY","","AK","US","MEVIC",53.77,237.28,28.18,"SMA","ST MARYS",40,"N","N","N",""
"2023/11/30","Y","A","V496",20,"MEVIC","RP   ","","","PA","AK","US","SMA",53.77,237.28,59.46,"","",,"N","N","N",""
"2023/11/30","Y","A","V496",30,"SMA","NDB","ST MARYS","ST MARY'S","","AK","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V497",10,"REO","VOR/DME","ROME","ROME","","OR","US","ILR",302.9,123.16,76.82,"","",,"N","N","N",""
"2023/11/30","Y","C","V497",20,"ILR","VOR/DME","WILDHORSE","BURNS","","OR","US","AKUKY",314.95,132.42,49.5,"","",,"N","N","N",""
"2023/11/30","Y","C","V497",30,"AKUKY","RP   ","","","K1","OR","US","WIPLO",314.95,132.42,6.96,"","",,"N","N","N",""
"2023/11/30","Y","C","V497",40,"WIPLO","RP   ","","","K1","OR","US","DOWCY",314.95,132.42,3.36,"","",,"N","N","N",""
"2023/11/30","Y","C","V497",50,"DOWCY","RP   ","","","K1","OR","US","IMB",314.95,132.42,11.45,"","",,"N","N","N",""
"2023/11/30","Y","C","V497",60,"IMB","VOR/DME","KIMBERLY","KIMBERLY","","OR","US","RENCE",297.8,115.82,27,"","",,"N","N","N",""
"2023/11/30","Y","C","V497",70,"RENCE","RP   ","","","K1","OR","US","CEVBI",297.8,115.82,41.16,"","",,"N","N","N",""
"2023/11/30","Y","C","V497",80,"CEVBI","RP   ","","","K1","OR","US","LTJ",297.8,115.82,18.8,"","",,"N","N","N",""
"2023/11/30","Y","C","V497",90,"LTJ","VOR/DME","KLICKITAT","THE DALLES","","OR","US","SUNED",32.42,213.24,59.11,"","",,"N","N","N",""
"2023/11/30","Y","C","V497",100,"SUNED","RP   ","","","K1","WA","US","PAPPS",7.53,188,9.51,"","",,"N","N","Y",""
"2023/11/30","Y","C","V497",110,"PAPPS","RP   ","","","K1","WA","US","MWH",7.53,188,51.55,"","",,"N","N","N",""
"2023/11/30","Y","C","V497",120,"MWH","VOR/DME","MOSES LAKE","MOSES LAKE","","WA","US","EPH",318.46,135.38,10.94,"","",,"N","N","N",""
"2023/11/30","Y","C","V497",130,"EPH","VORTAC","EPHRATA","EPHRATA","","WA","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","A","V498",10,"MCG","VORTAC","MC GRATH","MC GRATH","","AK","US","POCYI",325.46,151.41,14,"","",,"N","N","N",""
"2023/11/30","Y","A","V498",20,"POCYI","RP   ","","","PA","AK","US","NIXON",325.46,151.41,6,"","",,"N","N","N",""
"2023/11/30","Y","A","V498",30,"NIXON","RP   ","","","PA","AK","US","AHVUH",325.46,151.41,71.94,"","",,"N","N","N",""
"2023/11/30","Y","A","V498",40,"AHVUH","RP   ","","","PA","AK","US","GEYHY",325.46,151.41,10,"","",,"N","N","N",""
"2023/11/30","Y","A","V498",50,"GEYHY","RP   ","","","PA","AK","US","GAL",325.46,151.41,10,"","",,"N","N","N",""
"2023/11/30","Y","A","V498",60,"GAL","VOR/DME","GALENA","GALENA","","AK","US","EBIKY",302.86,114.6,18.82,"OTZ","KOTZEBUE",85,"N","N","N",""
"2023/11/30","Y","A","V498",70,"EBIKY","RP   ","","","PA","AK","US","KATEL",302.86,114.6,49.19,"","",,"N","N","N",""
"2023/11/30","Y","A","V498",80,"KATEL","RP   ","","","PA","AK","US","CASAC",302.86,114.6,59.05,"","",,"N","N","N",""
"2023/11/30","Y","A","V498",90,"CASAC","RP   ","","","PA","AK","US","BALIN",302.86,114.6,35.11,"","",,"N","N","N",""
"2023/11/30","Y","A","V498",100,"BALIN","RP   ","","","PA","AK","US","JUMAS",302.86,114.6,18,"","",,"N","N","N",""
"2023/11/30","Y","A","V498",110,"JUMAS","RP   ","","","PA","AK","US","OTZ",302.86,114.6,12,"","",,"N","N","N",""
"2023/11/30","Y","A","V498",120,"OTZ","VOR/DME","KOTZEBUE","KOTZEBUE","","AK","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V499",10,"BAL","VORTAC","BALTIMORE","BALTIMORE","","MD","US","ENSUE",44.78,225.01,9.82,"","",,"N","N","N",""
"2023/11/30","Y","C","V499",20,"ENSUE","RP   ","","","K6","MD","US","DLUCA",44.78,225.01,9.51,"","",,"N","N","N",""
"2023/11/30","Y","C","V499",30,"DLUCA","RP   ","","","K6","MD","US","CLIPR",44.78,225.01,0.67,"","",,"N","N","N",""
"2023/11/30","Y","C","V499",40,"CLIPR","RP   ","","","K6","MD","US","TRISH",44.78,225.01,4,"","",,"N","N","N",""
"2023/11/30","Y","C","V499",50,"TRISH","RP   ","","","K6","MD","US","BELAY",44.78,225.01,6.09,"","",,"N","N","N",""
"2023/11/30","Y","C","V499",60,"BELAY","RP   ","","","K6","MD","US","KITHE",9.76,189.77,13.32,"","",,"N","N","Y",""
"2023/11/30","Y","C","V499",70,"KITHE","RP   ","","","K6","PA","US","GEERI",9.76,189.77,8.4,"","",,"N","N","N",""
"2023/11/30","Y","C","V499",80,"GEERI","RP   ","","","K6","PA","US","LRP",9.76,189.77,10.2,"","",,"N","N","N",""
"2023/11/30","Y","C","V499",90,"LRP","VOR/DME","LANCASTER","LANCASTER","","PA","US","KERYN",12.24,193.34,15.49,"","",,"N","N","N",""
"2023/11/30","Y","C","V499",100,"KERYN","RP   ","","","K6","PA","US","JUPAS",12.24,193.34,14.51,"","",,"N","N","N",""
"2023/11/30","Y","C","V499",110,"JUPAS","RP   ","","","K6","PA","US","CHLSE",12.24,193.34,3.44,"","",,"N","N","N",""
"2023/11/30","Y","C","V499",120,"CHLSE","RP   ","","","K6","PA","US","MARRC",12.24,193.34,14.55,"","",,"N","N","N",""
"2023/11/30","Y","C","V499",130,"MARRC","RP   ","","","K6","PA","US","MEGSS",12.24,193.34,16.11,"","",,"N","N","N",""
"2023/11/30","Y","C","V499",140,"MEGSS","RP   ","","","K6","PA","US","MEATS",12.24,193.34,2.7,"","",,"N","N","N",""
"2023/11/30","Y","C","V499",150,"MEATS","RP   ","","","K6","PA","US","OYUCA",12.24,193.34,45.4,"","",,"N","N","N",""
"2023/11/30","Y","C","V499",160,"OYUCA","RP   ","","","K6","PA","US","CFB",12.24,193.34,10.21,"","",,"N","N","N",""
"2023/11/30","Y","C","V499",170,"CFB","VOR/DME","BINGHAMTON","BINGHAMTON","","NY","US","",,,,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",10,"PZD","VOR/DME","PECAN","ALBANY","","GA","US","GILLY",52.35,229.77,38.69,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",20,"GILLY","RP   ","","","K7","GA","US","VNA",52.35,229.77,13.93,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",30,"VNA","VORTAC","VIENNA","VIENNA","","GA","US","UCALA",57.09,243.45,26.52,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",40,"UCALA","RP   ","","","K7","GA","US","DBN",57.09,243.45,13.34,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",50,"DBN","VORTAC","DUBLIN","DUBLIN","","GA","US","HEPUT",348.42,163.15,29.52,"AHN","ATHENS",47,"N","N","N",""
"2023/11/30","Y","C","V5",60,"HEPUT","RP   ","","","K7","GA","US","HADOC",348.42,163.15,5.29,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",70,"HADOC","RP   ","","","K7","GA","US","BEYLO",348.42,163.15,11.6,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",80,"BEYLO","RP   ","","","K7","GA","US","TRAPI",348.42,163.15,11.86,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",90,"TRAPI","RP   ","","","K7","GA","US","CORVI",348.42,163.15,11.27,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",100,"CORVI","RP   ","","","K7","GA","US","PENFI",348.42,163.15,4.39,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",110,"PENFI","RP   ","","","K7","GA","US","AHN",348.42,163.15,12.61,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",120,"AHN","VOR/DME","ATHENS","ATHENS","","GA","US","EWO",,,,"","",,"Y","N","N",""
"2023/11/30","Y","C","V5",130,"EWO","VOR/DME","NEW HOPE","NEW HOPE","","KY","US","JBEAM",8.36,188.43,9.67,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",140,"JBEAM","RP   ","","","K5","KY","US","BRBON",8.36,188.43,2.74,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",150,"BRBON","RP   ","","","K5","KY","US","IIU",8.36,188.43,16.24,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",160,"IIU","VORTAC","LOUISVILLE","LOUISVILLE","","KY","US","ZOPOM",35.68,221.22,10,"CVG","CINCINNATI",38,"N","N","N",""
"2023/11/30","Y","C","V5",170,"ZOPOM","RP   ","","","K5","KY","US","NERVE",35.68,221.22,28.35,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",180,"NERVE","RP   ","","","K5","KY","US","WARSA",35.68,221.22,11.09,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",190,"WARSA","RP   ","","","K5","KY","US","CVG",35.68,221.22,19,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",200,"CVG","VORTAC","CINCINNATI","COVINGTON","","KY","US","WUSPU",58.59,241.93,24.7,"APE","APPLETON",64,"N","N","N",""
"2023/11/30","Y","C","V5",210,"WUSPU","RP   ","","","K5","OH","US","BRNIE",58.59,241.93,2.53,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",220,"BRNIE","RP   ","","","K5","OH","US","MOAKS",58.59,241.93,1.77,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",230,"MOAKS","RP   ","","","K5","OH","US","JENEY",58.59,241.93,6,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",240,"JENEY","RP   ","","","K5","OH","US","PRUDE",58.59,241.93,8,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",250,"PRUDE","RP   ","","","K5","OH","US","SOWAP",58.59,241.93,4.97,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",260,"SOWAP","RP   ","","","K5","OH","US","FODAN",58.59,241.93,14.83,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",270,"FODAN","RP   ","","","K5","OH","US","SHIRT",58.59,241.93,1.59,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",280,"SHIRT","RP   ","","","K5","OH","US","JOGER",58.59,241.93,9.26,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",290,"JOGER","RP   ","","","K5","OH","US","LIMPS",58.59,241.93,11.56,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",300,"LIMPS","RP   ","","","K5","OH","US","GOBVE",58.59,241.93,2.25,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",310,"GOBVE","RP   ","","","K5","OH","US","GLOOM",58.59,241.93,14.79,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",320,"GLOOM","RP   ","","","K5","OH","US","TIYOY",58.59,241.93,3.55,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",330,"TIYOY","RP   ","","","K5","OH","US","FABDO",58.59,241.93,5.59,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",340,"FABDO","RP   ","","","K5","OH","US","APE",58.59,241.93,8,"","",,"N","N","N",""
"2023/11/30","Y","C","V5",350,"APE","VORTAC","APPLETON","APPLETON","","OH","US","",,,,"","",,"N","N","N",""
